instruction_id,pair_id,sample_idx,MW,LogP,QED,TPSA,HBD,HBA,RB,SA,C,N,O,S,F,Cl,Br,I,ring_count,scaffold_class,fg_ester,fg_amide,fg_amine,fg_alcohol,fg_halogen
0,59b1dacefdb3faab,0,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0,59b1dacefdb3faab,1,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0,59b1dacefdb3faab,2,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0,59b1dacefdb3faab,3,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0,59b1dacefdb3faab,4,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0,59b1dacefdb3faab,5,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0,59b1dacefdb3faab,6,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
0,59b1dacefdb3faab,7,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,0,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,1,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,2,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,3,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,4,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,5,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,6,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
1,59b1dacefdb3faab,7,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,0,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,1,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,2,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,3,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,4,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,5,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,6,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
2,59b1dacefdb3faab,7,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
3,59b1dacefdb3faab,0,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
3,59b1dacefdb3faab,1,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
3,59b1dacefdb3faab,2,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
3,59b1dacefdb3faab,3,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
3,59b1dacefdb3faab,4,301.47900000000004,-0.21579999999999655,0.2854193635340067,105.2,5.0,5.0,13.0,2.31,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
