instruction_id,pair_id,sample_idx,MW,LogP,QED,TPSA,HBD,HBA,RB,SA,C,N,O,S,F,Cl,Br,I,ring_count,scaffold_class,fg_ester,fg_amide,fg_amine,fg_alcohol,fg_halogen
0,d6d747f61bf51863,0,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,23.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0,d6d747f61bf51863,1,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0,d6d747f61bf51863,2,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
0,d6d747f61bf51863,3,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0,d6d747f61bf51863,4,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
0,d6d747f61bf51863,5,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
0,d6d747f61bf51863,6,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
0,d6d747f61bf51863,7,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
1,d6d747f61bf51863,0,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,23.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1,d6d747f61bf51863,1,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1,d6d747f61bf51863,2,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
1,d6d747f61bf51863,3,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1,d6d747f61bf51863,4,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1,d6d747f61bf51863,5,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
1,d6d747f61bf51863,6,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
1,d6d747f61bf51863,7,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
2,d6d747f61bf51863,0,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,23.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2,d6d747f61bf51863,1,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2,d6d747f61bf51863,2,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2,d6d747f61bf51863,3,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2,d6d747f61bf51863,4,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2,d6d747f61bf51863,5,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
2,d6d747f61bf51863,6,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
2,d6d747f61bf51863,7,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0
3,d6d747f61bf51863,0,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,23.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
3,d6d747f61bf51863,1,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3,d6d747f61bf51863,2,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
3,d6d747f61bf51863,3,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3,d6d747f61bf51863,4,325.4960021972656,5.123300075531006,0.2566419541835785,29.100000381469727,1.0,1.0,9.0,1.7300000190734863,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
